id,first_name,second_name,team,position,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
233,Amadou,Onana,2,Midfielder,7,19,10,False,2024-08-17T16:30:00Z,1,2,1,90,1,0,0,1,0,0,0,0,0,0,3,38,48.2,4.3,33.0,8.6,1,0.55,0.01,0.56,2.46,50,0,74901,0,0
233,Amadou,Onana,2,Midfielder,11,1,1,True,2024-08-24T16:30:00Z,0,2,2,75,0,0,0,1,0,0,0,1,0,0,0,2,0.6,2.0,6.0,0.9,1,0.11,0.01,0.12,0.49,50,129331,309609,151861,22530
233,Amadou,Onana,2,Midfielder,26,11,9,False,2024-08-31T14:00:00Z,1,2,3,61,1,0,1,0,0,0,0,1,0,0,2,23,36.0,18.0,43.0,9.7,1,0.45,0.03,0.48,0.17,50,71222,397994,135639,64417
233,Amadou,Onana,2,Midfielder,31,8,1,True,2024-09-14T16:30:00Z,3,2,4,45,0,0,0,2,0,0,0,0,0,0,0,9,0.4,4.3,0.0,0.5,1,0.00,0.03,0.03,0.67,51,692927,1164286,788967,96040
233,Amadou,Onana,2,Midfielder,41,20,2,True,2024-09-21T14:00:00Z,3,1,5,61,0,0,0,1,0,0,0,0,0,0,0,11,24.0,2.0,2.0,2.8,1,0.00,0.03,0.03,0.51,52,111855,1265414,184794,72939
569,Jaden,Philogene,2,Midfielder,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,16,0,0,0,0,0,0,0,1,0,0,0,1,0.0,1.5,4.0,0.5,0,0.07,0.01,0.08,1.06,55,0,7043,0,0
569,Jaden,Philogene,2,Midfielder,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1224,7332,251,1475
569,Jaden,Philogene,2,Midfielder,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-1097,6763,358,1455
569,Jaden,Philogene,2,Midfielder,31,8,1,True,2024-09-14T16:30:00Z,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,5,1.0,0.0,0.0,0.1,0,0.00,0.00,0.00,0.09,54,-1554,5257,77,1631
569,Jaden,Philogene,2,Midfielder,41,20,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,53,-339,5056,123,462
598,Lamare,Bogarde,2,Defender,7,19,0,False,2024-08-17T16:30:00Z,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,6352,0,0
598,Lamare,Bogarde,2,Defender,11,1,0,True,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,608,11734,1524,916
598,Lamare,Bogarde,2,Defender,26,11,1,False,2024-08-31T14:00:00Z,1,2,3,78,0,0,0,1,0,0,0,1,0,0,0,-2,11.0,0.9,0.0,1.2,1,0.00,0.00,0.00,0.40,40,1668,15694,3396,1728
598,Lamare,Bogarde,2,Defender,31,8,1,True,2024-09-14T16:30:00Z,3,2,4,90,0,0,0,2,0,0,0,0,0,0,0,8,17.8,14.6,0.0,3.2,1,0.00,0.08,0.08,0.90,40,13699,32531,20513,6814
598,Lamare,Bogarde,2,Defender,41,20,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,10080,43305,13114,3034
640,Sil,Swinkels,2,Defender,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,0,0,0
640,Sil,Swinkels,2,Defender,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,1865,3799,2305,440
640,Sil,Swinkels,2,Defender,41,20,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,375,4686,810,435
641,Oliwier,Zych,2,Goalkeeper,26,11,0,False,2024-08-31T14:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,0,0,0
641,Oliwier,Zych,2,Goalkeeper,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,17441,28176,19925,2484
641,Oliwier,Zych,2,Goalkeeper,41,20,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,6113,36051,8163,2050
656,Kadan,Young,2,Midfielder,31,8,0,True,2024-09-14T16:30:00Z,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0
656,Kadan,Young,2,Midfielder,41,20,0,True,2024-09-21T14:00:00Z,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,11431,15066,13632,2201
59,Max,Aarons,3,Defender,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,22340,0,0
59,Max,Aarons,3,Defender,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2370,23692,1325,3695
59,Max,Aarons,3,Defender,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1676,23218,1806,3482
59,Max,Aarons,3,Defender,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1854,22293,1370,3224
59,Max,Aarons,3,Defender,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1069,21374,445,1514
60,Tyler,Adams,3,Midfielder,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,792,0,0
60,Tyler,Adams,3,Midfielder,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-162,730,59,221
60,Tyler,Adams,3,Midfielder,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-81,670,59,140
60,Tyler,Adams,3,Midfielder,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-51,637,74,125
60,Tyler,Adams,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-17,627,41,58
61,Jaidon,Anthony,3,Midfielder,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,41159,0,0
61,Jaidon,Anthony,3,Midfielder,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1307,45639,3692,4999
61,Jaidon,Anthony,3,Midfielder,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5303,41542,4689,9992
61,Jaidon,Anthony,3,Midfielder,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-11692,29702,0,11692
61,Jaidon,Anthony,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4102,25952,0,4102
62,David,Brooks,3,Midfielder,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1134,0,0
62,David,Brooks,3,Midfielder,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-312,856,26,338
62,David,Brooks,3,Midfielder,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-146,719,49,195
62,David,Brooks,3,Midfielder,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-16,720,91,107
62,David,Brooks,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,162,992,243,81
63,Ryan,Christie,3,Midfielder,6,16,1,False,2024-08-17T14:00:00Z,1,1,1,27,0,0,0,0,0,0,0,0,0,0,0,5,3.6,1.1,2.0,0.7,0,0.00,0.01,0.01,0.28,50,0,22131,0,0
63,Ryan,Christie,3,Midfielder,12,15,2,True,2024-08-25T13:00:00Z,1,1,2,63,0,0,1,0,0,0,0,1,0,0,0,7,8.4,32.3,2.0,4.3,1,0.00,0.03,0.03,0.25,50,-2423,20506,330,2753
63,Ryan,Christie,3,Midfielder,24,8,2,False,2024-08-31T14:00:00Z,2,3,3,65,0,0,0,2,0,0,0,0,0,0,0,12,7.6,11.8,2.0,2.1,1,0.00,0.02,0.02,1.71,49,-917,20266,2345,3262
63,Ryan,Christie,3,Midfielder,32,6,2,True,2024-09-14T19:00:00Z,0,1,4,67,0,0,1,0,0,0,0,1,0,0,0,10,15.0,23.1,9.0,4.7,1,0.08,0.06,0.14,0.47,49,1834,22843,5980,4146
63,Ryan,Christie,3,Midfielder,46,12,1,False,2024-09-21T14:00:00Z,3,0,5,68,0,0,0,3,0,0,0,1,0,0,0,7,0.8,13.8,6.0,2.1,1,0.00,0.03,0.03,1.65,49,-957,21905,1166,2123
64,Lewis,Cook,3,Midfielder,6,16,1,False,2024-08-17T14:00:00Z,1,1,1,83,0,0,0,1,0,0,0,1,0,0,0,12,10.8,16.0,0.0,2.7,1,0.00,0.21,0.21,1.04,50,0,6523,0,0
64,Lewis,Cook,3,Midfielder,12,15,2,True,2024-08-25T13:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,14,17.2,22.1,0.0,3.9,1,0.00,0.30,0.30,1.61,50,-522,7191,396,918
64,Lewis,Cook,3,Midfielder,24,8,7,False,2024-08-31T14:00:00Z,2,3,3,90,1,0,0,2,0,0,0,0,0,0,0,31,49.4,6.9,35.0,9.1,1,0.19,0.02,0.21,1.97,50,-484,7182,667,1151
64,Lewis,Cook,3,Midfielder,32,6,1,True,2024-09-14T19:00:00Z,0,1,4,90,0,0,0,1,0,0,0,1,0,0,0,6,3.0,14.1,9.0,2.6,1,0.04,0.01,0.05,0.78,50,3289,12197,5165,1876
64,Lewis,Cook,3,Midfielder,46,12,1,False,2024-09-21T14:00:00Z,3,0,5,90,0,0,0,3,0,0,0,1,0,0,0,11,14.4,31.3,6.0,5.2,1,0.00,0.19,0.19,2.06,50,-30,12329,1207,1237
65,Enes,Ünal,3,Forward,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,3455,0,0
65,Enes,Ünal,3,Forward,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1083,2449,86,1169
65,Enes,Ünal,3,Forward,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-414,2144,217,631
65,Enes,Ünal,3,Forward,32,6,1,True,2024-09-14T19:00:00Z,0,1,4,7,0,0,0,1,0,0,0,0,0,0,0,7,7.2,10.3,24.0,4.2,0,0.08,0.04,0.12,0.30,54,-210,2007,214,424
65,Enes,Ünal,3,Forward,46,12,1,False,2024-09-21T14:00:00Z,3,0,5,14,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.3,2.0,0.3,0,0.04,0.00,0.04,0.39,54,478,2721,692,214
66,Romain,Faivre,3,Midfielder,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,1707,0,0
66,Romain,Faivre,3,Midfielder,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-580,1416,23,603
66,Romain,Faivre,3,Midfielder,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-396,1025,0,396
66,Romain,Faivre,3,Midfielder,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-182,850,0,182
66,Romain,Faivre,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-79,775,0,79
67,Hamed,Traorè,3,Midfielder,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,17000,0,0
67,Hamed,Traorè,3,Midfielder,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-592,19609,1680,2272
67,Hamed,Traorè,3,Midfielder,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2819,17280,1845,4664
67,Hamed,Traorè,3,Midfielder,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4880,12360,0,4880
67,Hamed,Traorè,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1570,10962,0,1570
68,James,Hill,3,Defender,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,30926,0,0
68,James,Hill,3,Defender,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-954,35672,2017,2971
68,James,Hill,3,Defender,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-361,37622,3706,4067
68,James,Hill,3,Defender,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-352,38808,3760,4112
68,James,Hill,3,Defender,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-657,38605,1345,2002
69,Daniel,Jebbison,3,Forward,6,16,1,False,2024-08-17T14:00:00Z,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,4,3.2,10.6,2.0,1.6,0,0.00,0.00,0.00,0.28,45,0,123937,0,0
69,Daniel,Jebbison,3,Forward,12,15,1,True,2024-08-25T13:00:00Z,1,1,2,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.06,45,52407,227529,76066,23659
69,Daniel,Jebbison,3,Forward,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,187889,455405,304019,116130
69,Daniel,Jebbison,3,Forward,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-116348,320505,0,116348
69,Daniel,Jebbison,3,Forward,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-44079,281123,0,44079
70,Milos,Kerkez,3,Defender,6,16,1,False,2024-08-17T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,5,12.0,12.7,2.0,2.7,1,0.00,0.01,0.01,1.30,45,0,40065,0,0
70,Milos,Kerkez,3,Defender,12,15,2,True,2024-08-25T13:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,0,0,4,14.8,2.9,2.0,2.0,1,0.00,0.01,0.01,1.61,45,-2474,41715,1374,3848
70,Milos,Kerkez,3,Defender,24,8,1,False,2024-08-31T14:00:00Z,2,3,3,65,0,0,0,2,0,0,0,0,0,0,0,3,8.2,19.6,4.0,3.2,1,0.01,0.06,0.07,1.71,45,1897,46129,6136,4239
70,Milos,Kerkez,3,Defender,32,6,2,True,2024-09-14T19:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,9,9.4,0.3,3.0,1.3,1,0.07,0.00,0.07,0.78,45,-5775,41068,1819,7594
70,Milos,Kerkez,3,Defender,46,12,1,False,2024-09-21T14:00:00Z,3,0,5,90,0,0,0,3,0,0,0,0,0,0,0,7,18.0,26.6,1.0,4.6,1,0.01,0.09,0.10,2.06,45,-1152,40682,1889,3041
71,Justin,Kluivert,3,Midfielder,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,26,0,0,0,0,0,0,0,1,0,0,0,0,1.8,6.7,6.0,1.5,0,0.00,0.02,0.02,0.28,55,0,38451,0,0
71,Justin,Kluivert,3,Midfielder,12,15,3,True,2024-08-25T13:00:00Z,1,1,2,71,0,0,1,0,0,0,0,0,0,0,0,2,1.8,25.9,11.0,3.9,1,0.04,0.13,0.17,0.59,54,-7376,34210,1050,8426
71,Justin,Kluivert,3,Midfielder,24,8,5,False,2024-08-31T14:00:00Z,2,3,3,90,0,1,0,2,0,0,0,0,0,0,0,22,34.0,37.1,8.0,7.9,1,0.10,0.27,0.37,1.97,54,-3292,32016,2727,6019
71,Justin,Kluivert,3,Midfielder,32,6,2,True,2024-09-14T19:00:00Z,0,1,4,74,0,0,1,0,0,0,0,1,0,0,0,7,9.8,11.3,42.0,6.3,1,0.29,0.02,0.31,0.47,54,-239,33155,5126,5365
71,Justin,Kluivert,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,45,0,0,0,3,0,0,0,1,0,0,0,0,0.0,0.4,29.0,2.9,1,0.14,0.00,0.14,1.10,54,-1380,32056,2039,3419
72,Chris,Mepham,3,Defender,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,6641,0,0
72,Chris,Mepham,3,Defender,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-917,7211,77,994
72,Chris,Mepham,3,Defender,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-741,7090,156,897
72,Chris,Mepham,3,Defender,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-1864,5241,54,1918
72,Chris,Mepham,3,Defender,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-660,4634,0,660
74,Dango,Ouattara,3,Midfielder,6,16,2,False,2024-08-17T14:00:00Z,1,1,1,68,0,0,0,1,0,0,0,0,0,0,0,8,8.2,3.0,11.0,2.2,1,0.22,0.01,0.23,1.02,50,0,1977,0,0
74,Dango,Ouattara,3,Midfielder,12,15,1,True,2024-08-25T13:00:00Z,1,1,2,18,0,0,0,1,0,0,0,0,0,0,0,6,5.4,0.3,7.0,1.3,0,0.26,0.00,0.26,1.03,50,-23,2712,300,323
74,Dango,Ouattara,3,Midfielder,24,8,4,False,2024-08-31T14:00:00Z,2,3,3,24,0,1,0,0,0,0,0,0,0,0,0,22,27.8,39.1,4.0,7.1,0,0.00,0.78,0.78,0.26,50,-235,2682,250,485
74,Dango,Ouattara,3,Midfielder,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-46,2990,467,513
74,Dango,Ouattara,3,Midfielder,46,12,1,False,2024-09-21T14:00:00Z,3,0,5,45,0,0,0,0,0,0,0,0,0,0,0,6,7.2,3.8,16.0,2.7,0,0.00,0.01,0.01,0.96,50,-614,2369,20,634
75,Alex,Paulsen,3,Goalkeeper,6,16,0,False,2024-08-17T14:00:00Z,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,5098,0,0
75,Alex,Paulsen,3,Goalkeeper,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-589,4476,0,589
75,Alex,Paulsen,3,Goalkeeper,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-339,4141,0,339
75,Alex,Paulsen,3,Goalkeeper,32,6,0,True,2024-09-14T19:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-385,3770,0,385
75,Alex,Paulsen,3,Goalkeeper,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-154,3631,0,154
76,Philip,Billing,3,Midfielder,6,16,1,False,2024-08-17T14:00:00Z,1,1,1,6,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,2.0,0.4,0,0.00,0.00,0.00,0.26,50,0,6497,0,0
76,Philip,Billing,3,Midfielder,12,15,0,True,2024-08-25T13:00:00Z,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-693,6880,275,968
76,Philip,Billing,3,Midfielder,24,8,0,False,2024-08-31T14:00:00Z,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1313,5786,248,1561
76,Philip,Billing,3,Midfielder,32,6,1,True,2024-09-14T19:00:00Z,0,1,4,15,0,0,0,1,0,0,0,0,0,0,0,4,3.2,4.7,2.0,1.0,0,0.00,0.09,0.09,0.32,48,-857,5053,440,1297
76,Philip,Billing,3,Midfielder,46,12,0,False,2024-09-21T14:00:00Z,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,714,6082,1304,590
77,Alex,Scott,3,Midfielder,6,16,2,False,2024-08-17T14:00:00Z,1,1,1,62,0,0,0,1,0,0,0,0,0,0,0,11,22.8,12.8,0.0,3.6,1,0.00,0.01,0.01,1.02,50,0,4339,0,0
77,Alex,Scott,3,Midfielder,12,15,1,True,2024-08-25T13:00:00Z,1,1,2,26,0,0,0,1,0,0,0,0,0,0,0,3,3.4,0.3,1.0,0.5,0,0.02,0.01,0.03,1.36,50,-166,5356,382,548
77,Alex,Scott,3,Midfielder,24,8,1,False,2024-08-31T14:00:00Z,2,3,3,24,0,0,0,0,0,0,0,0,0,0,0,4,12.6,2.4,0.0,1.5,0,0.00,0.01,0.01,0.26,50,-574,5140,349,923
77,Alex,Scott,3,Midfielder,32,6,1,True,2024-09-14T19:00:00Z,0,1,4,22,0,0,0,1,0,0,0,0,0,0,0,5,2.8,0.3,0.0,0.3,0,0.00,0.00,0.00,0.32,49,-414,5049,336,750
77,Alex,Scott,3,Midfielder,46,12,1,False,2024-09-21T14:00:00Z,3,0,5,21,0,0,0,0,0,0,0,0,0,0,0,4,5.6,2.0,12.0,2.0,0,0.10,0.02,0.12,0.40,49,-197,4959,172,369
78,Antoine,Semenyo,3,Midfielder,6,16,8,False,2024-08-17T14:00:00Z,1,1,1,90,1,0,0,1,0,0,0,0,0,0,1,25,39.0,6.7,53.0,9.9,1,0.44,0.04,0.48,1.30,55,0,92042,0,0
