id,first_name,second_name,team,position,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out
1,Fábio,Ferreira Vieira,1,Midfielder,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,2923,0,0
1,Fábio,Ferreira Vieira,1,Midfielder,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-790,2321,84,874
1,Fábio,Ferreira Vieira,1,Midfielder,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-279,2397,355,634
1,Fábio,Ferreira Vieira,1,Midfielder,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-747,1650,0,747
1,Fábio,Ferreira Vieira,1,Midfielder,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-174,1494,0,174
2,Gabriel,Fernando de Jesus,1,Forward,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0.2,0.8,0.0,0.1,0,0.00,0.00,0.00,0.15,70,0,199810,0,0
2,Gabriel,Fernando de Jesus,1,Forward,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,69,-53975,176166,12170,66145
2,Gabriel,Fernando de Jesus,1,Forward,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,68,-72583,106691,3238,75821
2,Gabriel,Fernando de Jesus,1,Forward,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,10,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.13,68,-27513,82577,1997,29510
2,Gabriel,Fernando de Jesus,1,Forward,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,3,0,0,0,1,0,0,0,1,0,0,0,3,10.0,0.0,0.0,1.0,0,0.00,0.00,0.00,0.69,68,1642,89599,7682,6040
3,Gabriel,dos Santos Magalhães,1,Defender,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22,13.8,1.4,8.0,2.3,1,0.12,0.02,0.14,0.47,60,0,1167503,0,0
3,Gabriel,dos Santos Magalhães,1,Defender,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,1,0,0,1,25,21.4,1.9,0.0,2.3,1,0.00,0.02,0.02,1.28,60,-25184,1248259,36723,61907
3,Gabriel,dos Santos Magalhães,1,Defender,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,17,20.8,20.8,9.0,5.1,1,0.12,0.01,0.13,1.83,60,853,1296327,86679,85826
3,Gabriel,dos Santos Magalhães,1,Defender,39,18,15,False,2024-09-15T13:00:00Z,0,1,4,90,1,0,1,0,0,0,0,0,0,0,3,40,58.0,0.7,35.0,9.4,1,0.27,0.00,0.27,0.74,60,-115425,1208425,61041,176466
3,Gabriel,dos Santos Magalhães,1,Defender,47,13,7,False,2024-09-22T15:30:00Z,2,2,5,90,1,0,0,2,0,0,0,0,0,0,0,15,56.6,0.8,40.0,9.7,1,0.49,0.01,0.50,2.16,60,131837,1375740,171534,39697
4,Kai,Havertz,1,Forward,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,90,1,1,1,0,0,0,0,0,0,0,3,48,54.8,24.1,46.0,12.5,1,0.45,0.04,0.49,0.47,80,0,1087445,0,0
4,Kai,Havertz,1,Forward,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,-2,0.0,6.1,15.0,2.0,1,0.21,0.03,0.24,1.28,81,285826,1638743,350954,65128
4,Kai,Havertz,1,Forward,21,5,8,True,2024-08-31T11:30:00Z,1,1,3,90,1,0,0,1,0,0,0,0,0,0,2,34,47.0,24.8,30.0,10.2,1,0.77,0.05,0.82,1.83,81,63441,1755160,307787,244346
4,Kai,Havertz,1,Forward,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,9,19.2,5.4,36.0,6.1,1,0.14,0.00,0.14,0.74,81,-8676,1804099,301692,310368
4,Kai,Havertz,1,Forward,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,8,15.0,0.0,17.0,3.2,1,0.06,0.00,0.06,2.16,81,-82509,1733362,108350,190859
5,Karl,Hein,1,Goalkeeper,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,7300,0,0
5,Karl,Hein,1,Goalkeeper,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1230,6016,0,1230
5,Karl,Hein,1,Goalkeeper,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-706,5334,0,706
5,Karl,Hein,1,Goalkeeper,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-495,4862,0,495
5,Karl,Hein,1,Goalkeeper,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-226,4663,0,226
6,Jurriën,Timber,1,Defender,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,21,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,8.0,0.8,0,0.02,0.01,0.03,0.15,55,0,73714,0,0
6,Jurriën,Timber,1,Defender,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,78,0,0,1,0,0,0,0,0,0,0,0,24,3.4,4.7,2.0,1.0,1,0.00,0.01,0.01,1.12,55,-7683,77673,4299,11982
6,Jurriën,Timber,1,Defender,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,79,0,0,0,1,0,0,0,1,0,0,0,3,12.8,10.6,4.0,2.7,1,0.00,0.02,0.02,1.55,55,14520,102931,28883,14363
6,Jurriën,Timber,1,Defender,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,20,13.4,1.1,7.0,2.2,1,0.05,0.01,0.06,0.74,55,-76,106693,18538,18614
6,Jurriën,Timber,1,Defender,47,13,2,False,2024-09-22T15:30:00Z,2,2,5,90,0,0,0,1,0,0,0,0,0,0,0,3,12.0,0.0,0.0,1.2,1,0.00,0.00,0.00,1.68,55,13706,124508,23432,9726
7,Jorge Luiz,Frello Filho,1,Midfielder,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,25861,0,0
7,Jorge Luiz,Frello Filho,1,Midfielder,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-4149,28506,2615,6764
7,Jorge Luiz,Frello Filho,1,Midfielder,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-3634,27279,3276,6910
7,Jorge Luiz,Frello Filho,1,Midfielder,39,18,2,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,0,0.4,1.8,0.0,0.2,1,0.00,0.00,0.00,0.74,49,-982,28424,4753,5735
7,Jorge Luiz,Frello Filho,1,Midfielder,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-91,29155,2335,2426
8,Jakub,Kiwior,1,Defender,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,16779,0,0
8,Jakub,Kiwior,1,Defender,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-3242,17038,708,3950
8,Jakub,Kiwior,1,Defender,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-2401,15992,828,3229
8,Jakub,Kiwior,1,Defender,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1679,15388,672,2351
8,Jakub,Kiwior,1,Defender,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,16,0,0,0,1,0,0,0,0,0,0,0,-1,5.2,0.0,0.0,0.5,0,0.00,0.00,0.00,0.99,49,-747,15120,390,1137
9,Gabriel,Martinelli Silva,1,Midfielder,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,13.6,36.7,25.0,7.5,1,0.08,0.19,0.27,0.47,70,0,253825,0,0
9,Gabriel,Martinelli Silva,1,Midfielder,11,2,3,False,2024-08-24T16:30:00Z,0,2,2,64,0,0,1,0,0,0,0,0,0,0,0,9,6.4,26.3,10.0,4.3,1,0.00,0.41,0.41,1.12,70,-12758,275265,21172,33930
9,Gabriel,Martinelli Silva,1,Midfielder,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.0,0,0.00,0.00,0.00,0.65,70,-35321,249418,21818,57139
9,Gabriel,Martinelli Silva,1,Midfielder,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,79,0,0,1,0,0,0,0,0,0,0,0,18,22.8,25.6,31.0,7.9,1,0.17,0.14,0.31,0.61,69,-54816,200769,8634,63450
9,Gabriel,Martinelli Silva,1,Midfielder,47,13,5,False,2024-09-22T15:30:00Z,2,2,5,86,0,1,0,1,0,0,0,0,0,0,0,18,25.2,25.0,4.0,5.4,1,0.00,0.06,0.06,1.48,69,-14687,190107,6790,21477
12,Ethan,Nwaneri,1,Midfielder,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,16484,0,0
12,Ethan,Nwaneri,1,Midfielder,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-452,20276,2466,2918
12,Ethan,Nwaneri,1,Midfielder,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-497,21665,3931,4428
12,Ethan,Nwaneri,1,Midfielder,39,18,1,False,2024-09-15T13:00:00Z,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,5,8.2,0.4,0.0,0.9,0,0.00,0.00,0.00,0.09,45,3034,26639,7926,4892
12,Ethan,Nwaneri,1,Midfielder,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,1086,28148,3531,2445
13,Martin,Ødegaard,1,Midfielder,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,15.0,24.0,15.0,5.4,1,0.02,0.06,0.08,0.47,85,0,1391537,0,0
13,Martin,Ødegaard,1,Midfielder,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,4,9.4,34.2,20.0,6.4,1,0.26,0.60,0.86,1.28,85,-127842,1384608,28847,156689
13,Martin,Ødegaard,1,Midfielder,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,73,0,0,0,1,0,0,0,0,0,0,0,9,10.0,16.8,25.0,5.2,1,0.18,0.08,0.26,1.18,84,-209302,1210007,52692,261994
13,Martin,Ødegaard,1,Midfielder,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,83,-509232,715216,16076,525308
13,Martin,Ødegaard,1,Midfielder,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,83,-193840,533452,864,194704
15,David,Raya Martin,1,Goalkeeper,2,20,8,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,3,1,28,28.0,0.0,0.0,2.8,1,0.00,0.00,0.00,0.47,55,0,2143198,0,0
15,David,Raya Martin,1,Goalkeeper,11,2,10,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,3,3,27,28.2,0.0,0.0,2.8,1,0.00,0.00,0.00,1.28,55,-16603,2377063,71675,88278
15,David,Raya Martin,1,Goalkeeper,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,3,0,8,33.6,0.0,0.0,3.4,1,0.00,0.01,0.01,1.83,55,288962,2865351,394083,105121
15,David,Raya Martin,1,Goalkeeper,39,18,9,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,5,2,33,41.0,0.0,0.0,4.1,1,0.00,0.00,0.00,0.74,55,-96805,2823889,175717,272522
15,David,Raya Martin,1,Goalkeeper,47,13,4,False,2024-09-22T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,0,0,9,0,21,63.0,0.0,0.0,6.3,1,0.00,0.00,0.00,2.16,55,76246,2945014,157350,81104
16,Declan,Rice,1,Midfielder,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,84,0,0,1,0,0,0,0,0,0,0,0,9,6.6,13.4,8.0,2.8,1,0.09,0.05,0.14,0.32,65,0,552723,0,0
16,Declan,Rice,1,Midfielder,11,2,2,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,1,0,0,0,18,18.8,12.3,21.0,5.2,1,0.07,0.11,0.18,1.28,65,-44297,573607,25416,69713
16,Declan,Rice,1,Midfielder,21,5,-2,True,2024-08-31T11:30:00Z,1,1,3,48,0,0,0,1,0,0,0,0,1,0,0,-10,0.0,1.7,6.0,0.1,1,0.03,0.03,0.06,0.08,64,-77123,515468,20951,98074
16,Declan,Rice,1,Midfielder,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,63,-213586,302817,1443,215029
16,Declan,Rice,1,Midfielder,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,1,0,0,0,2,16.6,1.0,2.0,2.0,1,0.00,0.01,0.01,2.16,63,-11880,301888,8900,20780
17,Bukayo,Saka,1,Midfielder,2,20,12,True,2024-08-17T14:00:00Z,2,0,1,79,1,1,1,0,0,0,0,1,0,0,2,42,64.2,61.7,78.0,20.4,1,0.35,0.37,0.72,0.32,100,0,2763895,0,0
17,Bukayo,Saka,1,Midfielder,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,87,0,1,1,0,0,0,0,0,0,0,0,21,27.8,27.4,27.0,8.2,1,0.05,0.10,0.15,1.25,100,141942,3227441,240288,98346
17,Bukayo,Saka,1,Midfielder,21,5,6,True,2024-08-31T11:30:00Z,1,1,3,90,0,1,0,1,0,0,0,0,0,0,1,21,34.8,21.2,88.0,14.4,1,0.95,0.20,1.15,1.83,101,99888,3421437,349415,249527
17,Bukayo,Saka,1,Midfielder,39,18,7,False,2024-09-15T13:00:00Z,0,1,4,85,0,1,1,0,0,0,0,0,0,0,1,25,27.0,35.0,13.0,7.5,1,0.05,0.35,0.40,0.65,101,-374238,3080836,222878,597116
17,Bukayo,Saka,1,Midfielder,47,13,4,False,2024-09-22T15:30:00Z,2,2,5,45,0,1,0,1,0,0,0,0,0,0,0,19,18.6,28.8,0.0,4.7,1,0.00,0.41,0.41,0.60,100,-162362,2931215,93151,255513
18,William,Saliba,1,Defender,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,26,14.8,0.9,0.0,1.6,1,0.00,0.00,0.00,0.47,60,0,3490919,0,0
18,William,Saliba,1,Defender,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,24,23.8,1.2,0.0,2.5,1,0.00,0.01,0.01,1.28,60,-54391,3770895,71155,125546
18,William,Saliba,1,Defender,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,10,22.0,1.3,0.0,2.3,1,0.00,0.01,0.01,1.83,60,16354,3954073,186343,169989
18,William,Saliba,1,Defender,39,18,5,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,1,0,0,0,22,8.2,0.4,2.0,1.1,1,0.00,0.01,0.01,0.74,60,-294232,3736254,95758,389990
18,William,Saliba,1,Defender,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,0,0,0,0,7,24.2,0.3,0.0,2.5,1,0.00,0.00,0.00,2.16,60,-106785,3663934,39461,146246
20,Thomas,Partey,1,Midfielder,2,20,3,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,16,14.4,43.6,1.0,5.9,1,0.06,0.06,0.12,0.47,50,0,6975,0,0
20,Thomas,Partey,1,Midfielder,11,2,11,False,2024-08-24T16:30:00Z,0,2,2,90,1,0,1,0,0,0,0,0,0,0,3,27,39.4,7.5,8.0,5.5,1,0.10,0.08,0.18,1.28,50,2274,14479,4346,2072
20,Thomas,Partey,1,Midfielder,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,1,0,0,0,8,17.0,0.6,0.0,1.8,1,0.00,0.00,0.00,1.83,50,98705,147597,120463,21758
20,Thomas,Partey,1,Midfielder,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,12,20.0,2.8,0.0,2.3,1,0.00,0.07,0.07,0.74,50,3221,152755,38742,35521
20,Thomas,Partey,1,Midfielder,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,90,0,0,0,2,0,0,0,1,0,0,0,11,14.0,2.3,2.0,1.8,1,0.00,0.02,0.02,2.16,50,-1790,152967,15118,16908
21,Kieran,Tierney,1,Defender,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,5469,0,0
21,Kieran,Tierney,1,Defender,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1732,3883,52,1784
21,Kieran,Tierney,1,Defender,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-731,3267,86,817
21,Kieran,Tierney,1,Defender,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-421,2918,121,542
21,Kieran,Tierney,1,Defender,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-178,2761,41,219
22,Tomiyasu,Takehiro,1,Defender,2,20,0,True,2024-08-17T14:00:00Z,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,8462,0,0
22,Tomiyasu,Takehiro,1,Defender,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-2918,5694,49,2967
22,Tomiyasu,Takehiro,1,Defender,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1171,4687,86,1257
22,Tomiyasu,Takehiro,1,Defender,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-676,4106,117,793
22,Tomiyasu,Takehiro,1,Defender,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,48,-276,3893,49,325
23,Leandro,Trossard,1,Midfielder,2,20,1,True,2024-08-17T14:00:00Z,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,4.2,0.3,0.0,0.5,0,0.00,0.00,0.00,0.15,70,0,192689,0,0
23,Leandro,Trossard,1,Midfielder,11,2,7,False,2024-08-24T16:30:00Z,0,2,2,25,1,0,0,0,0,0,0,0,0,0,1,25,33.6,0.5,26.0,6.0,0,0.18,0.02,0.20,0.16,69,-43402,165221,3440,46842
23,Leandro,Trossard,1,Midfielder,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,58,0,0,0,1,0,0,0,0,0,0,0,11,9.4,15.2,21.0,4.6,1,0.03,0.08,0.11,0.93,69,20874,203684,47196,26322
23,Leandro,Trossard,1,Midfielder,39,18,3,False,2024-09-15T13:00:00Z,0,1,4,79,0,0,1,0,0,0,0,0,0,0,0,13,9.4,21.2,5.0,3.6,1,0.05,0.03,0.08,0.61,69,-23151,185675,19468,42619
23,Leandro,Trossard,1,Midfielder,47,13,-2,False,2024-09-22T15:30:00Z,2,2,5,52,0,0,0,2,0,0,0,0,1,0,0,-10,0.0,0.0,4.0,0.0,1,0.08,0.00,0.08,0.60,69,-10267,179003,9272,19539
24,Benjamin,White,1,Defender,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,90,0,0,1,0,0,0,0,0,0,0,0,22,5.8,1.3,8.0,1.5,1,0.07,0.06,0.13,0.47,65,0,927335,0,0
24,Benjamin,White,1,Defender,11,2,6,False,2024-08-24T16:30:00Z,0,2,2,90,0,0,1,0,0,0,0,0,0,0,0,23,9.2,6.8,4.0,2.0,1,0.00,0.02,0.02,1.28,65,-34627,962999,19032,53659
24,Benjamin,White,1,Defender,21,5,2,True,2024-08-31T11:30:00Z,1,1,3,90,0,0,0,1,0,0,0,0,0,0,0,8,22.0,0.8,5.0,2.8,1,0.04,0.00,0.04,1.83,65,-31887,962026,44069,75956
24,Benjamin,White,1,Defender,39,18,6,False,2024-09-15T13:00:00Z,0,1,4,90,0,0,1,0,0,0,0,0,0,0,0,23,10.2,1.9,0.0,1.2,1,0.00,0.01,0.01,0.74,65,-115626,858247,20512,136138
24,Benjamin,White,1,Defender,47,13,1,False,2024-09-22T15:30:00Z,2,2,5,45,0,0,0,1,0,0,0,0,0,0,0,3,15.4,0.1,0.0,1.6,0,0.00,0.00,0.00,1.56,65,-38812,828404,10298,49110
25,Oleksandr,Zinchenko,1,Defender,2,20,6,True,2024-08-17T14:00:00Z,2,0,1,68,0,0,1,0,0,0,0,0,0,0,0,22,7.2,4.9,6.0,1.8,1,0.00,0.04,0.04,0.32,50,0,230223,0,0
25,Oleksandr,Zinchenko,1,Defender,11,2,0,False,2024-08-24T16:30:00Z,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,23613,312806,46003,22390
25,Oleksandr,Zinchenko,1,Defender,21,5,1,True,2024-08-31T11:30:00Z,1,1,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.28,50,-56048,264308,16584,72632
25,Oleksandr,Zinchenko,1,Defender,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-45776,227563,9852,55628
25,Oleksandr,Zinchenko,1,Defender,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-44677,184385,1173,45850
73,Norberto,Murara Neto,1,Goalkeeper,6,16,4,False,2024-08-17T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,7,0,17,47.0,0.0,0.0,4.7,1,0.00,0.00,0.00,1.30,45,0,198435,0,0
73,Norberto,Murara Neto,1,Goalkeeper,12,15,3,True,2024-08-25T13:00:00Z,1,1,2,90,0,0,0,1,0,0,0,0,0,4,0,13,30.8,0.0,0.0,3.1,1,0.00,0.00,0.00,1.61,45,4237,229120,15125,10888
73,Norberto,Murara Neto,1,Goalkeeper,21,5,0,True,2024-08-31T11:30:00Z,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5471,233977,30742,36213
73,Norberto,Murara Neto,1,Goalkeeper,39,18,0,False,2024-09-15T13:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-60424,174820,5002,65426
73,Norberto,Murara Neto,1,Goalkeeper,47,13,0,False,2024-09-22T15:30:00Z,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-23075,154013,1110,24185
186,Raheem,Sterling,1,Midfielder,9,13,0,True,2024-08-18T15:30:00Z,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,70,0,164846,0,0
